DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CH,2016,27810.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CH,2017,28326.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CH,2018,27125.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CH,2019,27919.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CH,2020,30011.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2012,1963.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2013,1603.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2014,1588.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2015,1623.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2016,1486.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2017,1487.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2018,1509.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2019,1662.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CY,2020,1647.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2012,10892.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2013,8219.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2014,8142.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2015,7942.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2016,8085.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2017,8146.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2018,9344.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2019,9831.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,CZ,2020,11140.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2012,184853.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2013,183524.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2014,184629.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2015,179800.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2016,181192.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2017,187439.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2018,191667.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2019,200525.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DE,2020,205288.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2012,23340.5,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2013,19466.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2014,19418.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2015,20110.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2016,18665.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2017,17409.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2018,19154.5,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2019,18397.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,DK,2020,19596.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2012,714.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2013,748.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2014,782.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2015,831.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2016,861.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2017,917.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2018,1006.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2019,990.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EE,2020,1084.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2012,20988.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2013,17794.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2014,17796.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2015,17769.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2016,15553.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2017,15060.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2018,15218.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2019,14548.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,EL,2020,13878.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2012,68828.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2013,74021.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2014,72662.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2015,69797.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2016,68192.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2017,64583.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2018,67587.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2019,67756.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,ES,2020,65722.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2012,16399.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2013,16903.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2014,17076.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2015,17683.0,b
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2016,17259.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2017,17577.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2018,18591.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2019,19089.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FI,2020,19882.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2012,145535.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2013,145409.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2014,141397.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2015,138078.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2016,137363.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2017,141564.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2018,137902.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2019,135719.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,FR,2020,132746.0,p
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2012,2248.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2013,2645.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2014,3177.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2015,3018.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2016,3292.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2017,3045.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2018,2874.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2019,3063.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HR,2020,3125.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2012,9549.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2013,10403.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2014,10396.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2015,10093.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2016,9493.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2017,9966.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2018,11134.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2019,11918.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,HU,2020,11266.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2012,11455.5,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2013,11576.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2014,11462.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2015,10949.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2016,10428.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2017,10182.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2018,10239.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2019,9538.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IE,2020,8614.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2012,1475.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2013,1449.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2014,1360.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2015,1539.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2016,1671.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2017,2161.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2018,1773.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2019,1628.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IS,2020,1439.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2012,160714.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2013,154706.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2014,153704.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2015,142265.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2016,140029.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2017,139857.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2018,139362.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2019,133314.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,IT,2020,144440.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2012,1594.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2013,1690.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2014,1747.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2015,1718.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2016,1681.5,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2017,1573.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2018,1579.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2019,1703.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LT,2020,1743.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2012,2530.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2013,2436.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2014,2434.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2015,2564.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2016,2744.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2017,2852.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2018,3121.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2019,3265.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LU,2020,3283.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2012,1071.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2013,1105.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2014,1139.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2015,1203.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2016,1072.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2017,1083.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2018,1174.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2019,1166.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,LV,2020,1174.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2012,532.6,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2013,541.1,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2014,576.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2015,620.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2016,630.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2017,638.3,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2018,667.8,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2019,725.7,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,MT,2020,729.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2012,33961.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2013,33835.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2014,34569.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2015,33767.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2016,30482.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2017,29739.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2018,31283.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2019,32252.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NL,2020,32978.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2012,17238.0,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2013,17092.2,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2014,16842.9,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2015,16466.5,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2016,15814.4,
ESTAT:GOV_10A_EXP(1.0),14/11/22 23:00:00,A,MIO_EUR,S13,GF01,TE,NO,2017,16211.9,
