"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"400","Duration of compulsory education (years)","STP","Sao Tome and Principe","2018","2018",6,,
"400","Duration of compulsory education (years)","STP","Sao Tome and Principe","2019","2019",6,,
"400","Duration of compulsory education (years)","MKD","North Macedonia","2018","2018",13,,
"400","Duration of compulsory education (years)","MKD","North Macedonia","2019","2019",13,,
"400","Duration of compulsory education (years)","RWA","Rwanda","2018","2018",6,,
"400","Duration of compulsory education (years)","RWA","Rwanda","2019","2019",6,,
"400","Duration of compulsory education (years)","SLV","El Salvador","2018","2018",15,,
"400","Duration of compulsory education (years)","SLV","El Salvador","2019","2019",15,,
"400","Duration of compulsory education (years)","GUY","Guyana","2018","2018",6,,
"400","Duration of compulsory education (years)","GUY","Guyana","2019","2019",6,,
"400","Duration of compulsory education (years)","NRU","Nauru","2018","2018",14,,
"400","Duration of compulsory education (years)","NRU","Nauru","2019","2019",14,,
"400","Duration of compulsory education (years)","SOM","Somalia","2018","2018",,"a","Category not applicable"
"400","Duration of compulsory education (years)","SOM","Somalia","2019","2019",,"a","Category not applicable"
"400","Duration of compulsory education (years)","BGR","Bulgaria","2018","2018",11,,
"400","Duration of compulsory education (years)","BGR","Bulgaria","2019","2019",11,,
"400","Duration of compulsory education (years)","COG","Congo","2018","2018",10,,
"400","Duration of compulsory education (years)","COG","Congo","2019","2019",10,,
"400","Duration of compulsory education (years)","TKL","Tokelau","2018","2018",11,,
"400","Duration of compulsory education (years)","TKL","Tokelau","2019","2019",11,,
"400","Duration of compulsory education (years)","IDN","Indonesia","2018","2018",9,,
"400","Duration of compulsory education (years)","IDN","Indonesia","2019","2019",9,,
"400","Duration of compulsory education (years)","TCD","Chad","2018","2018",10,,
"400","Duration of compulsory education (years)","TCD","Chad","2019","2019",10,,
"400","Duration of compulsory education (years)","FRO","Faeroe Islands","2018","2018",9,,
"400","Duration of compulsory education (years)","FRO","Faeroe Islands","2019","2019",9,,
